0.06452	0.04189	0.02703
0.38333	0.31777	0.27736
0.05797	0.02293	0.02273
0.28571	0.18648	0.16526
0.10526	0.05159	0.0498
0.10959	0.06674	0.0466
0.1978	0.1404	0.10157
0.0597	0.03515	0.02007
0.02857	0.01706	0.0
0.0495	0.02748	0.02515
0.0	0.0	0.0
0.16418	0.10016	0.08893
0.1125	0.07864	0.08738
0.2	0.121	0.09411
0.07339	0.04204	0.03226
0.12069	0.07343	0.0768
0.08065	0.04502	0.02703
0.07407	0.04093	0.03866
0.04274	0.02385	0.03343
0.0678	0.00986	0.00539
0.0	0.0	0.0
0.07447	0.05234	0.06069
0.18868	0.17742	0.11135
0.01351	0.00327	0.0
0.21429	0.14248	0.13757
0.02326	0.00948	0.0
0.07692	0.05583	0.05725
0.18644	0.11922	0.11197
0.2931	0.19691	0.13341
0.10989	0.04876	0.03646
0.43836	0.27179	0.32325
0.10112	0.05546	0.05228
0.0303	0.01882	0.0
0.25234	0.16779	0.17813
0.05263	0.03553	0.01266
0.43548	0.25215	0.2089
0.1791	0.14036	0.12862
0.14851	0.07587	0.04868
0.14103	0.09563	0.069
0.11667	0.0664	0.07429
0.01471	0.00285	0.0
0.10588	0.05239	0.05523
0.21519	0.18335	0.1585
0.26984	0.17748	0.12684
0.30345	0.24928	0.24683
0.21212	0.15347	0.16008
0.34483	0.24419	0.17046
0.15254	0.09105	0.07097
0.13483	0.08918	0.06943
0.38202	0.25069	0.19146
0.32877	0.30159	0.32056
0.07407	0.04302	0.04582
0.12727	0.05896	0.07868
0.36923	0.29334	0.25325
0.11667	0.0664	0.07429
0.328	0.26738	0.23486
0.16949	0.07466	0.07708
0.28319	0.19572	0.16178
0.51613	0.3554	0.30443
0.11765	0.09916	0.06532
0.13483	0.08156	0.10264
0.24051	0.21948	0.24688
0.0	0.0	0.0
0.04839	0.03539	0.02703
0.07895	0.05604	0.06348
0.17647	0.11065	0.09648
0.26866	0.18972	0.19728
0.34921	0.25148	0.18458
0.1383	0.12869	0.12029
0.13095	0.13095	0.11321
0.06542	0.03588	0.02648
0.2931	0.19691	0.13341
0.08791	0.08791	0.07407
0.0	0.0	0.0
0.07558	0.07558	0.06542
0.06742	0.0589	0.03571
0.0	0.0	0.0
0.52055	0.3593	0.34815
0.02381	0.00346	0.00571
0.03759	0.03226	0.01266
0.0	0.0	0.0
0.24176	0.18295	0.18838
0.13559	0.13559	0.11429
0.0	0.0	0.0
0.01639	0.01639	0.02778
0.0	0.0	0.0
0.11765	0.09867	0.09615
0.18987	0.18151	0.15217
0.21154	0.19604	0.16418
0.19048	0.12216	0.09681
0.19663	0.17616	0.15831
0.07353	0.0325	0.01534
0.12871	0.08242	0.08246
0.07692	0.07125	0.06094
0.02899	0.018	0.02273
0.06742	0.0589	0.03571
0.02381	0.00346	0.00571
0.07059	0.06281	0.0472
0.16814	0.10493	0.09749
0.40164	0.37389	0.34237
0.11111	0.0481	0.04863
0.05128	0.02992	0.02291
0.08511	0.05114	0.04866
0.11321	0.10194	0.04684
0.13372	0.11956	0.10221
0.16541	0.11522	0.07739
0.04918	0.03675	0.02778
0.03571	0.01998	0.0038
0.16552	0.09279	0.07596
0.15294	0.11121	0.12963
0.24051	0.20867	0.18024
0.25743	0.23636	0.21159
0.25743	0.20969	0.21122
0.24638	0.23213	0.22325
0.09434	0.08917	0.05568
0.24658	0.19134	0.20431
0.14607	0.13972	0.13518
0.14118	0.12467	0.11409
0.29114	0.29114	0.25214
0.07965	0.04696	0.0318
0.17742	0.14465	0.14315
0.0	0.0	0.0
0.25843	0.22581	0.21115
0.1978	0.16041	0.14343
0.1236	0.0745	0.06706
0.13514	0.08741	0.07514
0.46729	0.43293	0.39987
0.05085	0.0361	0.04186
0.22414	0.21232	0.1831
0.13433	0.12182	0.09324
0.35172	0.3178	0.31153
0.07576	0.0528	0.03228
0.03704	0.00599	0.00582
0.01802	0.01802	0.01538
0.192	0.16969	0.15732
0.05085	0.0361	0.04186
0.06849	0.03337	0.02653
0.04918	0.03675	0.02778
0.136	0.07227	0.04569
0.30769	0.18506	0.14685
0.34177	0.22522	0.20345
0.12844	0.09102	0.07638
0.19802	0.13337	0.1439
0.15	0.09456	0.07462
0.36538	0.21252	0.18128
0.21379	0.18632	0.15948
0.11111	0.05141	0.06633
0.13115	0.09453	0.09076
0.10526	0.09466	0.09117
0.30345	0.22013	0.2066
0.03704	0.00599	0.00582
0.01802	0.01802	0.01538
0.0	0.0	0.0
0.30345	0.17878	0.13629
0.17241	0.09803	0.08815
0.03297	0.02003	0.01076
0.02703	0.01134	0.01266
0.24176	0.18063	0.18234
0.16854	0.1132	0.0917
0.13761	0.13761	0.11765
0.1875	0.17742	0.14583
0.08197	0.06874	0.06903
0.31667	0.28657	0.25269
0.02778	0.0221	0.01471
0.1453	0.13317	0.13043
0.01429	0.01429	0.0
0.08989	0.05274	0.05228
0.26154	0.25062	0.2
0.10256	0.09347	0.06685
0.20513	0.13494	0.12987
0.14925	0.13578	0.12821
0.0495	0.02748	0.02515
