0.06452	0.03329	0.02703
0.38333	0.30112	0.259
0.05797	0.0201	0.02273
0.28571	0.16399	0.14791
0.10526	0.04754	0.0477
0.10959	0.06275	0.04589
0.1978	0.13756	0.09859
0.0597	0.0284	0.01337
0.02857	0.01613	0.0
0.0495	0.02492	0.02242
0.0	0.0	0.0
0.16418	0.08666	0.07551
0.1125	0.07744	0.08604
0.2	0.114	0.09053
0.07339	0.04026	0.03132
0.12069	0.06619	0.06908
0.08065	0.03537	0.02703
0.07407	0.03345	0.03557
0.04274	0.01874	0.02712
0.0678	0.00658	0.00361
0.0	0.0	0.0
0.07447	0.04909	0.05742
0.18868	0.1686	0.09574
0.01351	0.00218	0.0
0.21429	0.12174	0.11566
0.02326	0.00825	0.0
0.07692	0.05262	0.05485
0.18644	0.10769	0.10323
0.2931	0.183	0.11246
0.10989	0.03618	0.03048
0.43836	0.2497	0.28498
0.10112	0.04821	0.0472
0.0303	0.01759	0.0
0.25234	0.13989	0.14878
0.05263	0.03202	0.01266
0.43548	0.18832	0.1629
0.1791	0.13337	0.11992
0.14851	0.0671	0.04376
0.14103	0.08025	0.05954
0.11667	0.05537	0.06705
0.01471	0.0019	0.0
0.10588	0.04669	0.04777
0.21519	0.1813	0.15639
0.26984	0.13621	0.10353
0.30345	0.22826	0.22979
0.21212	0.14273	0.1484
0.34483	0.22864	0.15868
0.15254	0.07764	0.06637
0.13483	0.07503	0.05818
0.38202	0.20226	0.16787
0.32877	0.29078	0.31787
0.07407	0.03346	0.03162
0.12727	0.04839	0.06258
0.36923	0.27892	0.23552
0.11667	0.05537	0.06705
0.328	0.24494	0.21284
0.16949	0.06673	0.06994
0.28319	0.18358	0.15616
0.51613	0.31219	0.2613
0.11765	0.07591	0.0598
0.13483	0.06561	0.09267
0.24051	0.21805	0.24622
0.0	0.0	0.0
0.04839	0.03434	0.02703
0.07895	0.05051	0.0568
0.17647	0.10513	0.08996
0.26866	0.17624	0.18279
0.34921	0.20941	0.16956
0.1383	0.12835	0.11975
0.13095	0.1041	0.10347
0.06542	0.03016	0.02264
0.2931	0.183	0.11246
0.08791	0.08791	0.07407
0.0	0.0	0.0
0.07558	0.07558	0.06542
0.06742	0.05799	0.03571
0.0	0.0	0.0
0.52055	0.33541	0.32933
0.02381	0.00231	0.0038
0.03759	0.02983	0.01266
0.0	0.0	0.0
0.24176	0.14396	0.16132
0.13559	0.13559	0.11429
0.0	0.0	0.0
0.01639	0.01639	0.02778
0.0	0.0	0.0
0.11765	0.09716	0.09615
0.18987	0.18008	0.15217
0.21154	0.19479	0.16418
0.19048	0.09371	0.07577
0.19663	0.17361	0.15801
0.07353	0.02656	0.01022
0.12871	0.06996	0.06556
0.07692	0.06948	0.05915
0.02899	0.01683	0.02273
0.06742	0.05799	0.03571
0.02381	0.00231	0.0038
0.07059	0.05616	0.03765
0.16814	0.09422	0.07949
0.40164	0.35854	0.32601
0.11111	0.03825	0.04224
0.05128	0.02564	0.0201
0.08511	0.04119	0.04375
0.11321	0.09313	0.03123
0.13372	0.11459	0.09617
0.16541	0.10939	0.0727
0.04918	0.03543	0.02778
0.03571	0.01729	0.00253
0.16552	0.08254	0.06561
0.15294	0.10551	0.12963
0.24051	0.20662	0.17813
0.25743	0.23348	0.20886
0.25743	0.2025	0.20432
0.24638	0.2272	0.217
0.09434	0.0846	0.04787
0.24658	0.18693	0.20289
0.14607	0.13809	0.13255
0.14118	0.11841	0.10694
0.29114	0.29114	0.24296
0.07965	0.04312	0.03087
0.17742	0.13944	0.1371
0.0	0.0	0.0
0.25843	0.18665	0.18533
0.1978	0.14357	0.13134
0.1236	0.06361	0.05675
0.13514	0.07628	0.06525
0.46729	0.42569	0.39096
0.05085	0.02407	0.02789
